transaction_id,user_id,age,gender,daily_screen_time_hours,social_media_hours,gaming_hours,work_study_hours,sleep_hours,notifications_per_day,app_opens_per_day,weekend_screen_time,stress_level,academic_work_impact,addiction_level,addicted_label
TXN01268,U01268,30,Male,9.57,3.54,2.56,3.08,3.93,186,195,11.58,High,No,Severe,1
TXN01269,U01269,34,Other,4.66,0.85,1.87,0.76,4.25,155,104,7.25,Low,Yes,Mild,0
TXN01270,U01270,26,Female,11.66,4.04,3.79,3.11,6.86,153,197,12.64,High,Yes,Moderate,1
TXN01271,U01271,26,Female,5.18,4.2,2.97,2.7,5.15,310,133,6.98,High,No,Severe,1
TXN01272,U01272,23,Male,3.19,5.34,5.43,1.22,5.35,341,225,4.77,Low,No,Severe,1
TXN01273,U01273,32,Male,10.86,5.02,3.57,5.9,3.85,215,185,13.25,Low,Yes,Severe,1
TXN01274,U01274,29,Female,6.06,4.26,3.58,5.78,6.2,130,111,7.73,Medium,No,Severe,1
TXN01275,U01275,34,Female,8.18,4.98,4.42,5.55,5.57,312,117,9.6,High,Yes,Severe,1
TXN01276,U01276,22,Male,7.19,5.07,1.85,4.29,3.07,265,228,7.83,Medium,Yes,Moderate,1
TXN01277,U01277,24,Male,11.73,5.03,2.38,3.39,5.54,316,96,13.22,Low,Yes,Moderate,1
TXN01278,U01278,21,Female,9.4,3.0,3.47,5.33,3.46,102,220,12.34,Low,Yes,Moderate,1
TXN01279,U01279,24,Female,4.21,4.04,6.4,0.72,3.93,133,109,7.1,High,No,Severe,1
TXN01280,U01280,21,Male,7.16,3.25,2.43,3.54,7.59,283,42,7.69,Low,Yes,Mild,0
TXN01281,U01281,21,Female,6.01,2.78,3.8,5.11,5.26,93,127,8.23,Medium,No,Moderate,1
TXN01282,U01282,27,Male,10.41,3.78,6.24,5.49,6.23,350,248,12.61,Medium,No,Severe,1
TXN01283,U01283,19,Female,3.69,3.82,3.23,5.29,7.38,167,88,4.46,Medium,Yes,,0
TXN01284,U01284,34,Male,7.3,5.11,3.95,4.66,4.73,133,105,10.15,High,Yes,Moderate,1
TXN01285,U01285,32,Female,5.48,2.36,0.31,1.9,4.66,210,90,6.31,High,No,,0
TXN01286,U01286,18,Female,10.0,2.36,3.57,2.68,4.86,292,76,11.8,Low,Yes,Moderate,1
TXN01287,U01287,18,Female,11.45,5.69,5.1,0.8,6.88,182,164,12.94,High,Yes,Moderate,1
TXN01288,U01288,22,Female,9.16,0.9,5.36,1.67,7.19,286,120,10.3,Medium,No,Moderate,1
TXN01289,U01289,34,Female,7.95,2.9,2.04,3.95,5.08,285,208,10.06,Low,Yes,Moderate,1
TXN01290,U01290,19,Female,4.04,2.17,2.22,4.87,8.93,219,64,5.4,Low,No,,0
TXN01291,U01291,19,Other,4.91,4.05,4.86,1.18,3.0,219,205,7.14,Low,Yes,Severe,1
TXN01292,U01292,20,Other,10.23,2.07,3.13,0.59,6.58,190,239,12.75,Medium,No,Severe,1
TXN01293,U01293,27,Other,10.47,4.03,4.64,4.6,5.94,284,181,11.19,High,No,Moderate,1
TXN01294,U01294,29,Male,8.21,4.0,3.88,1.31,5.44,165,70,10.64,Medium,Yes,Moderate,1
TXN01295,U01295,21,Other,4.66,4.79,4.88,2.12,3.54,200,168,6.57,Low,No,Moderate,1
TXN01296,U01296,33,Other,4.4,4.02,3.43,2.8,6.91,254,178,5.33,Low,No,Moderate,1
TXN01297,U01297,25,Male,5.93,4.14,6.03,4.08,6.14,258,125,8.07,High,Yes,Severe,1
TXN01298,U01298,29,Other,11.64,5.38,2.87,1.28,5.23,281,201,12.99,High,Yes,Severe,1
TXN01299,U01299,29,Male,7.9,1.31,3.44,1.01,6.18,201,136,9.26,High,Yes,Mild,0
TXN01300,U01300,35,Male,7.34,2.84,4.29,4.27,3.56,138,200,8.62,Medium,Yes,Moderate,1
TXN01301,U01301,26,Male,6.59,1.32,3.95,4.75,6.72,159,225,9.34,Low,Yes,Moderate,1
TXN01302,U01302,18,Male,3.06,5.19,3.34,2.65,6.88,106,79,3.85,Medium,Yes,Moderate,1
TXN01303,U01303,24,Female,10.33,2.34,5.48,5.2,3.12,106,161,12.15,High,No,Moderate,1
TXN01304,U01304,20,Male,10.72,2.27,3.41,4.76,6.78,223,115,13.4,Medium,No,Moderate,1
TXN01305,U01305,29,Other,4.98,2.04,0.07,3.22,6.49,92,115,5.89,High,No,,0
TXN01306,U01306,30,Male,9.87,2.76,2.92,1.25,3.0,329,113,12.23,Medium,No,Severe,1
TXN01307,U01307,23,Female,8.09,5.63,1.87,4.78,3.0,224,201,9.25,Low,Yes,Moderate,1
TXN01308,U01308,25,Other,3.8,1.23,4.53,2.47,7.89,106,128,6.59,Medium,Yes,Mild,0
TXN01309,U01309,20,Female,7.18,1.63,4.78,5.49,6.75,75,194,8.09,Medium,Yes,Mild,0
TXN01310,U01310,25,Other,10.43,5.89,2.87,3.07,5.36,178,161,11.23,Low,No,Moderate,1
TXN01311,U01311,35,Male,5.67,1.96,0.2,5.79,8.39,102,27,6.52,Medium,No,,0
TXN01312,U01312,31,Other,5.48,5.97,3.35,1.63,3.23,151,191,7.16,Low,Yes,Severe,1
TXN01313,U01313,33,Other,9.01,1.44,2.35,0.58,3.63,113,190,11.75,High,Yes,Moderate,1
TXN01314,U01314,24,Female,5.35,5.62,3.28,3.65,4.43,302,190,7.81,High,No,Moderate,1
TXN01315,U01315,25,Other,10.87,3.47,5.91,5.16,3.0,299,171,12.39,Medium,Yes,Severe,1
TXN01316,U01316,18,Male,7.44,4.37,4.58,4.0,3.91,155,206,9.14,Low,No,Severe,1
TXN01317,U01317,30,Male,7.66,4.94,5.04,0.59,6.34,186,203,8.52,High,Yes,Moderate,1
TXN01318,U01318,29,Female,5.95,1.38,4.77,4.23,6.67,58,125,7.8,Medium,Yes,Mild,0
TXN01319,U01319,22,Male,9.59,3.38,5.48,1.46,6.52,160,173,11.51,Medium,Yes,Severe,1
TXN01320,U01320,31,Other,8.61,3.48,5.53,5.27,6.39,157,99,11.24,Low,Yes,Severe,1
TXN01321,U01321,26,Female,7.57,2.11,1.32,5.35,5.22,243,196,9.35,High,Yes,Mild,0
TXN01322,U01322,29,Female,7.07,3.5,3.43,4.96,7.01,267,177,7.8,Low,Yes,Moderate,1
TXN01323,U01323,30,Female,7.3,3.47,5.49,1.53,7.1,205,135,8.75,Low,Yes,Moderate,1
TXN01324,U01324,35,Female,7.43,3.48,4.23,3.66,5.66,182,79,10.02,Low,No,Mild,0
TXN01325,U01325,19,Male,10.11,3.43,5.13,0.5,5.0,299,250,12.59,Medium,Yes,Severe,1
TXN01326,U01326,29,Other,9.8,2.65,4.51,2.33,4.95,99,72,11.98,Low,No,Moderate,1
TXN01327,U01327,28,Other,10.67,1.98,2.33,3.38,4.97,190,115,11.52,High,No,Moderate,1
TXN01328,U01328,25,Female,8.71,1.23,4.53,3.67,3.31,225,146,11.38,Low,Yes,Severe,1
TXN01329,U01329,23,Other,5.35,4.26,5.26,1.53,6.33,274,188,6.29,Medium,No,Moderate,1
TXN01330,U01330,23,Female,6.63,3.74,5.07,1.72,5.28,290,159,7.39,High,Yes,Moderate,1
TXN01331,U01331,29,Female,3.23,4.05,4.48,5.76,6.37,268,173,3.77,Medium,No,Severe,1
TXN01332,U01332,25,Male,3.07,2.19,3.29,5.33,7.72,266,187,3.76,Low,No,Mild,0
TXN01333,U01333,19,Female,4.79,5.08,3.73,1.8,5.67,147,183,5.82,Medium,Yes,Severe,1
TXN01334,U01334,32,Female,3.97,5.05,2.41,1.69,3.68,248,119,6.51,Medium,Yes,Moderate,1
TXN01335,U01335,32,Female,10.66,0.75,5.44,1.96,6.71,268,229,13.17,Medium,Yes,Moderate,1
TXN01336,U01336,23,Male,7.11,3.89,5.39,1.17,5.56,211,208,7.76,High,Yes,Moderate,1
TXN01337,U01337,26,Male,6.25,1.79,3.66,3.57,6.35,192,106,8.98,Medium,No,Moderate,1
TXN01338,U01338,28,Other,10.78,3.71,4.06,4.65,4.53,196,166,13.44,Low,No,Severe,1
TXN01339,U01339,28,Other,11.85,5.41,2.72,3.98,6.2,198,158,14.34,Medium,No,Moderate,1
TXN01340,U01340,22,Male,5.74,3.88,0.47,0.96,7.62,105,21,6.58,Low,Yes,,0
TXN01341,U01341,27,Male,6.35,1.76,4.19,1.78,7.21,123,229,9.04,Low,No,Moderate,1
TXN01342,U01342,24,Other,3.05,2.37,0.94,1.62,6.55,197,86,5.25,Medium,No,Mild,0
TXN01343,U01343,34,Other,8.55,2.62,4.88,4.44,3.0,342,146,10.11,High,No,Severe,1
TXN01344,U01344,31,Other,4.35,0.54,1.47,3.33,7.82,62,109,5.57,Low,Yes,,0
TXN01345,U01345,35,Other,10.27,1.08,2.93,5.1,3.0,280,126,12.97,High,Yes,Severe,1
TXN01346,U01346,20,Male,3.53,4.56,5.94,3.36,3.97,250,130,4.54,High,No,Severe,1
TXN01347,U01347,35,Female,4.49,3.09,2.87,0.98,5.75,256,86,7.24,Medium,No,Mild,0
TXN01348,U01348,29,Other,8.06,1.96,2.94,1.35,4.67,133,173,8.92,Low,No,Severe,1
TXN01349,U01349,35,Male,5.17,1.06,0.21,5.28,7.73,50,180,6.84,Low,No,,0
TXN01350,U01350,32,Other,10.08,4.51,5.3,4.1,7.25,304,72,11.39,Low,Yes,Moderate,1
TXN01351,U01351,31,Male,10.93,5.75,4.53,4.9,5.86,239,84,13.03,Low,Yes,Moderate,1
TXN01352,U01352,28,Male,8.88,4.36,3.38,3.68,6.13,177,171,10.77,Medium,No,Severe,1
TXN01353,U01353,33,Female,9.52,3.05,5.37,3.21,3.0,225,164,10.64,Low,No,Severe,1
TXN01354,U01354,33,Male,8.5,4.49,3.12,2.96,5.81,345,239,10.1,Low,Yes,Severe,1
TXN01355,U01355,23,Other,3.5,1.86,3.6,3.08,6.87,147,43,4.54,High,No,,0
TXN01356,U01356,35,Male,11.51,3.35,2.12,0.65,5.94,115,99,13.99,Medium,Yes,Moderate,1
TXN01357,U01357,19,Other,10.95,1.96,4.62,3.84,6.33,351,209,12.75,High,No,Severe,1
TXN01358,U01358,24,Male,9.24,4.47,5.11,4.17,4.51,150,228,11.08,Low,Yes,Moderate,1
TXN01359,U01359,26,Male,11.8,1.8,3.95,0.95,4.68,328,236,13.1,Medium,Yes,Severe,1
TXN01360,U01360,24,Male,10.85,3.64,5.31,1.01,6.41,254,212,11.77,High,No,Moderate,1
TXN01361,U01361,27,Male,4.79,2.02,4.27,3.31,3.96,265,90,7.57,High,No,Mild,0
TXN01362,U01362,24,Male,9.18,3.25,4.03,1.13,4.69,252,103,11.51,Low,Yes,Moderate,1
TXN01363,U01363,32,Male,6.69,4.64,2.16,1.13,6.37,262,87,7.48,Medium,No,Moderate,1
TXN01364,U01364,23,Male,3.38,3.9,0.13,1.25,6.04,210,150,5.78,Low,Yes,,0
TXN01365,U01365,27,Male,8.15,2.87,3.75,3.45,5.07,241,167,10.59,Low,Yes,Severe,1
TXN01366,U01366,21,Other,3.81,0.62,2.23,2.67,6.86,106,17,5.75,Medium,Yes,,0
TXN01367,U01367,27,Other,6.38,0.59,4.09,1.57,7.51,144,137,8.98,Low,Yes,Mild,0
TXN01368,U01368,29,Other,4.15,4.32,4.39,0.59,3.0,241,120,5.0,Low,No,Severe,1
TXN01369,U01369,28,Female,7.86,2.63,3.85,1.22,7.51,121,59,10.58,Low,Yes,Mild,0
TXN01370,U01370,19,Female,6.8,2.49,1.45,1.77,5.93,70,82,8.8,Low,No,Mild,0
TXN01371,U01371,31,Male,10.76,0.62,2.51,1.2,4.17,256,92,12.12,Medium,Yes,Moderate,1
TXN01372,U01372,27,Female,3.29,0.82,0.87,2.5,7.77,182,184,6.08,High,No,Mild,0
TXN01373,U01373,27,Male,8.61,2.54,4.76,4.78,3.67,197,198,11.22,Low,No,Severe,1
TXN01374,U01374,22,Male,10.53,1.88,3.34,1.11,5.4,286,95,13.02,High,Yes,Moderate,1
TXN01375,U01375,18,Other,10.25,4.55,3.25,1.76,4.92,160,88,11.97,Medium,Yes,Moderate,1
TXN01376,U01376,21,Male,10.31,4.19,4.19,1.31,3.0,309,117,13.25,High,Yes,Severe,1
TXN01377,U01377,24,Female,7.58,2.75,2.01,0.8,6.11,175,85,10.5,Medium,No,Moderate,1
TXN01378,U01378,27,Female,4.8,2.7,1.26,1.58,3.78,166,86,6.17,High,No,Mild,0
TXN01379,U01379,31,Female,8.37,3.23,3.22,3.59,3.6,296,141,10.39,Low,No,Severe,1
TXN01380,U01380,30,Female,6.93,1.32,3.01,0.85,3.98,125,186,7.48,Low,No,Moderate,1
TXN01381,U01381,31,Female,3.9,5.81,4.11,0.64,3.21,119,77,5.52,Medium,No,Moderate,1
TXN01382,U01382,19,Female,3.18,4.1,3.94,3.49,7.14,107,209,5.57,High,No,Moderate,1
TXN01383,U01383,25,Female,9.01,4.39,3.67,1.45,3.25,280,218,9.6,High,No,Severe,1
TXN01384,U01384,34,Female,11.91,4.01,4.19,1.59,5.56,265,95,14.44,Medium,No,Moderate,1
TXN01385,U01385,30,Male,11.6,1.32,4.34,5.74,4.28,271,158,12.72,Low,No,Severe,1
TXN01386,U01386,24,Male,9.63,5.82,5.08,3.77,4.72,154,246,11.25,Low,Yes,Severe,1
TXN01387,U01387,31,Male,10.63,5.76,2.96,1.68,3.0,242,228,13.24,Low,Yes,Severe,1
TXN01388,U01388,23,Other,8.95,4.13,4.92,4.13,3.27,342,229,11.81,Low,Yes,Severe,1
TXN01389,U01389,34,Male,8.36,5.37,4.72,2.97,3.56,118,86,11.3,Low,No,Moderate,1
TXN01390,U01390,35,Other,11.35,5.42,3.62,1.26,5.51,240,181,13.15,High,Yes,Severe,1
TXN01391,U01391,29,Male,6.94,0.56,1.49,4.97,4.87,66,147,8.63,Medium,Yes,Mild,0
TXN01392,U01392,30,Other,8.07,2.15,3.21,4.71,5.91,130,195,10.8,High,No,Moderate,1
TXN01393,U01393,31,Other,8.04,3.28,3.45,4.64,5.5,261,187,10.2,Low,No,Moderate,1
TXN01394,U01394,29,Female,5.06,1.15,3.62,0.99,7.11,48,105,6.63,Medium,Yes,,0
TXN01395,U01395,27,Female,9.07,4.95,3.81,1.73,6.15,180,92,11.52,Medium,No,Moderate,1
TXN01396,U01396,19,Female,10.96,5.59,4.41,2.06,5.64,188,204,12.08,Medium,No,Moderate,1
TXN01397,U01397,32,Female,7.61,1.33,3.38,1.34,4.42,188,101,8.51,Medium,Yes,Moderate,1
TXN01398,U01398,35,Female,7.92,0.5,4.67,5.78,7.2,123,176,9.42,High,Yes,Mild,0
TXN01399,U01399,22,Female,11.87,2.67,2.21,5.93,5.27,244,212,12.54,Low,Yes,Moderate,1
TXN01400,U01400,20,Male,4.93,5.06,4.75,4.66,5.36,216,243,7.03,Low,Yes,Severe,1
TXN01401,U01401,25,Female,4.92,4.46,5.98,2.38,6.51,136,155,6.22,High,Yes,Severe,1
TXN01402,U01402,18,Male,11.19,2.48,5.42,4.63,5.13,157,96,13.23,Medium,No,Moderate,1
TXN01403,U01403,27,Other,5.46,4.83,3.27,5.15,5.02,279,188,8.2,High,Yes,Moderate,1
TXN01404,U01404,26,Female,8.35,3.65,3.79,0.73,5.33,276,65,11.02,Medium,Yes,Moderate,1
TXN01405,U01405,20,Other,6.99,2.78,4.99,1.08,3.92,173,224,7.95,Medium,No,Moderate,1
TXN01406,U01406,31,Other,8.55,3.46,5.62,1.87,6.49,226,248,10.42,Medium,No,Severe,1
TXN01407,U01407,20,Other,5.95,3.74,3.92,4.92,4.72,51,172,6.79,High,Yes,,0
TXN01408,U01408,33,Other,11.95,1.86,5.31,5.39,3.1,119,83,13.64,Medium,Yes,Moderate,1
TXN01409,U01409,35,Female,9.77,3.55,3.98,2.82,3.22,306,255,10.58,High,No,Severe,1
TXN01410,U01410,19,Male,6.41,0.54,0.9,4.11,6.28,261,74,7.66,High,No,Mild,0
TXN01411,U01411,27,Male,11.28,5.99,5.13,2.01,6.16,345,232,13.31,Medium,No,Severe,1
TXN01412,U01412,28,Other,10.1,1.94,1.66,4.85,4.3,198,158,11.83,Medium,No,Moderate,1
TXN01413,U01413,32,Female,10.04,2.2,3.68,1.71,5.62,331,245,10.61,Low,Yes,Severe,1
TXN01414,U01414,30,Male,10.88,4.81,5.82,1.51,3.98,304,164,11.52,Medium,No,Severe,1
TXN01415,U01415,19,Other,3.08,5.63,4.1,5.21,3.0,163,165,4.03,Medium,No,Severe,1
TXN01416,U01416,33,Other,5.8,1.24,2.06,0.87,3.82,75,85,7.0,Low,Yes,Mild,0
TXN01417,U01417,26,Other,7.8,3.34,3.15,0.83,6.32,227,68,8.57,High,No,Moderate,1
TXN01418,U01418,33,Male,11.92,1.2,5.9,1.45,4.78,216,203,14.75,Low,No,Severe,1
TXN01419,U01419,31,Other,10.13,5.19,4.15,2.84,3.56,118,107,10.76,High,No,Moderate,1
TXN01420,U01420,33,Female,6.08,2.87,4.39,4.51,6.8,226,77,7.73,Medium,Yes,Moderate,1
TXN01421,U01421,34,Other,4.57,1.2,2.69,4.32,5.55,103,79,5.98,Medium,Yes,,0
TXN01422,U01422,31,Male,5.29,4.09,2.74,3.07,6.23,312,115,7.9,Low,Yes,Moderate,1
TXN01423,U01423,22,Female,11.41,5.92,3.54,3.45,5.54,312,215,13.62,High,Yes,Severe,1
TXN01424,U01424,30,Male,9.88,1.84,2.77,4.03,6.24,215,108,10.46,High,No,Moderate,1
TXN01425,U01425,33,Other,6.18,0.57,3.77,4.91,3.2,290,164,9.09,Low,No,Moderate,1
TXN01426,U01426,24,Female,3.3,3.85,3.17,1.76,7.74,148,52,4.47,Low,No,,0
TXN01427,U01427,18,Female,3.32,5.56,4.4,3.99,3.37,107,166,4.92,High,No,Moderate,1
TXN01428,U01428,29,Other,11.9,2.03,3.42,4.19,3.72,192,199,12.53,High,Yes,Severe,1
TXN01429,U01429,20,Other,7.28,3.91,2.6,4.81,4.18,219,122,8.38,High,Yes,Mild,0
TXN01430,U01430,32,Female,11.64,3.32,2.62,3.46,4.64,249,210,13.59,High,Yes,Moderate,1
TXN01431,U01431,28,Other,7.33,4.37,4.95,1.08,6.68,264,100,8.46,Low,Yes,Moderate,1
TXN01432,U01432,35,Other,9.73,2.6,2.61,1.97,6.97,302,207,11.85,High,No,Moderate,1
TXN01433,U01433,25,Other,5.14,4.86,2.2,1.12,5.81,230,192,5.72,Low,Yes,Moderate,1
TXN01434,U01434,34,Male,11.32,4.41,3.83,1.67,3.56,101,94,11.86,Low,Yes,Moderate,1
TXN01435,U01435,20,Male,9.22,2.62,4.14,1.13,6.2,255,251,11.21,High,No,Severe,1
TXN01436,U01436,18,Other,7.93,5.0,2.36,2.61,3.32,105,125,10.67,Medium,No,Moderate,1
TXN01437,U01437,20,Female,8.31,4.65,5.54,2.02,5.62,321,230,10.41,Low,No,Severe,1
TXN01438,U01438,28,Female,10.49,4.85,1.74,1.59,6.38,94,182,13.08,Medium,Yes,Moderate,1
TXN01439,U01439,26,Female,11.49,5.74,4.75,2.91,3.0,130,101,13.08,High,No,Severe,1
TXN01440,U01440,20,Female,3.66,5.48,3.17,2.54,6.8,271,88,5.92,Low,No,Moderate,1
TXN01441,U01441,35,Other,5.92,2.69,4.07,5.54,4.91,213,160,6.52,High,Yes,Mild,0
TXN01442,U01442,24,Male,6.87,3.52,2.78,1.27,5.3,235,209,8.92,Low,No,Moderate,1
TXN01443,U01443,34,Female,5.11,2.88,2.22,5.44,7.05,140,150,8.1,High,No,,0
TXN01444,U01444,18,Male,6.34,3.75,1.52,2.99,4.05,171,136,6.9,High,Yes,Mild,0
TXN01445,U01445,20,Female,4.19,5.35,4.66,2.47,6.72,251,198,6.13,Low,No,Moderate,1
TXN01446,U01446,20,Male,7.98,0.53,5.37,5.44,4.56,125,83,10.44,Medium,No,Moderate,1
TXN01447,U01447,32,Female,7.38,2.1,1.16,4.61,5.9,153,194,8.34,Low,Yes,Mild,0
TXN01448,U01448,20,Male,8.48,3.76,6.16,2.9,3.0,161,244,11.34,Medium,Yes,Severe,1
TXN01449,U01449,26,Other,9.49,2.52,6.06,1.08,4.59,299,165,10.92,Low,No,Severe,1
TXN01450,U01450,22,Other,3.03,3.68,0.51,5.28,6.74,20,162,3.58,High,Yes,,0
TXN01451,U01451,30,Other,4.98,4.37,2.97,2.01,3.14,133,119,7.55,Medium,No,Moderate,1
TXN01452,U01452,23,Other,11.28,3.86,5.15,5.37,4.16,104,87,12.99,High,Yes,Moderate,1
TXN01453,U01453,26,Other,9.45,1.82,2.94,2.81,3.85,263,185,9.97,Low,Yes,Severe,1
TXN01454,U01454,19,Male,3.82,3.66,4.7,3.86,7.5,281,67,6.77,High,Yes,Mild,0
TXN01455,U01455,31,Male,3.73,5.34,4.58,1.75,6.58,293,177,4.36,High,Yes,Moderate,1
TXN01456,U01456,19,Other,7.16,4.95,4.77,4.24,3.0,248,155,9.93,High,Yes,Severe,1
TXN01457,U01457,28,Male,9.29,1.75,4.98,4.89,4.45,230,241,11.18,Low,No,Severe,1
TXN01458,U01458,26,Other,5.51,3.1,1.26,5.1,4.1,214,171,8.32,Medium,Yes,Mild,0
TXN01459,U01459,20,Other,4.92,4.74,4.69,0.7,4.4,129,155,7.36,High,No,Moderate,1
TXN01460,U01460,23,Female,3.62,5.41,2.45,5.35,6.46,182,177,4.76,Low,No,Moderate,1
TXN01461,U01461,34,Other,3.54,5.24,6.32,2.89,5.45,239,139,5.51,Low,No,Severe,1
TXN01462,U01462,34,Other,4.76,2.17,0.71,4.9,6.22,224,176,7.68,Medium,No,,0
TXN01463,U01463,19,Female,5.98,0.79,3.27,5.6,7.67,120,107,7.6,Medium,No,,0
TXN01464,U01464,30,Other,4.44,3.61,2.92,0.55,4.65,105,98,5.21,Medium,No,,0
TXN01465,U01465,21,Female,11.01,1.05,1.93,1.05,6.41,189,89,13.01,High,Yes,Moderate,1
TXN01466,U01466,27,Female,9.34,2.95,3.16,4.28,3.7,252,71,10.86,High,No,Moderate,1
TXN01467,U01467,26,Male,9.29,0.96,2.31,0.5,3.27,124,111,10.88,Medium,No,Moderate,1
TXN01468,U01468,23,Female,10.74,4.68,5.2,0.78,3.54,211,144,13.4,Low,No,Severe,1
TXN01469,U01469,28,Other,3.29,2.05,4.62,3.21,7.14,235,88,5.9,Medium,Yes,Mild,0
TXN01470,U01470,29,Other,8.8,5.52,5.07,5.06,3.0,225,163,11.69,High,Yes,Severe,1
TXN01471,U01471,18,Male,4.83,5.43,2.07,2.03,3.47,98,119,6.4,High,No,Moderate,1
TXN01472,U01472,35,Male,5.7,3.87,1.18,1.72,6.64,280,197,7.74,Low,No,Mild,0
TXN01473,U01473,29,Female,9.17,2.37,1.78,2.63,3.05,194,189,11.09,High,Yes,Moderate,1
TXN01474,U01474,31,Other,11.49,5.5,4.59,0.91,3.84,237,212,12.65,High,Yes,Severe,1
TXN01475,U01475,26,Male,9.25,1.19,5.16,1.7,3.77,307,138,10.52,High,No,Moderate,1
TXN01476,U01476,18,Female,6.53,3.02,3.84,5.16,5.2,57,95,7.43,Medium,Yes,Mild,0
TXN01477,U01477,24,Other,11.87,2.22,2.12,2.65,4.19,207,202,13.01,High,Yes,Moderate,1
TXN01478,U01478,22,Female,4.97,1.72,1.32,1.02,4.57,221,23,6.9,High,No,,0
TXN01479,U01479,25,Female,3.05,4.7,4.56,5.52,4.4,187,93,3.93,Low,Yes,Severe,1
TXN01480,U01480,32,Other,4.98,1.25,4.51,2.05,6.75,171,125,7.37,High,No,Mild,0
TXN01481,U01481,23,Male,3.79,3.76,2.37,2.83,5.25,31,74,6.67,Low,No,,0
TXN01482,U01482,22,Male,7.12,2.45,2.35,1.91,7.32,317,71,9.36,Low,Yes,Moderate,1
TXN01483,U01483,20,Male,10.21,5.13,2.5,4.64,3.0,138,175,12.46,Low,Yes,Moderate,1
TXN01484,U01484,29,Other,11.16,3.38,2.1,3.65,5.1,91,158,13.07,Medium,Yes,Moderate,1
TXN01485,U01485,31,Other,4.9,2.54,2.2,0.95,7.15,100,160,7.27,High,No,,0
TXN01486,U01486,21,Other,6.44,3.34,3.64,4.63,7.18,115,162,8.28,High,Yes,Mild,0
TXN01487,U01487,30,Other,8.48,1.35,5.23,3.14,3.68,220,135,9.81,Medium,Yes,Moderate,1
TXN01488,U01488,22,Other,4.51,4.65,2.25,0.8,5.38,247,140,6.35,High,Yes,Moderate,1
TXN01489,U01489,22,Female,3.53,0.99,1.11,5.93,7.45,207,48,6.34,High,Yes,,0
TXN01490,U01490,29,Female,8.2,4.41,4.4,4.2,6.21,278,68,9.02,High,Yes,Moderate,1
TXN01491,U01491,22,Male,4.97,1.22,2.87,3.24,8.33,52,41,6.08,High,Yes,,0
TXN01492,U01492,34,Female,3.84,2.35,0.99,1.89,4.59,229,54,5.2,High,Yes,Mild,0
TXN01493,U01493,32,Other,6.2,5.47,2.78,3.45,3.0,143,95,8.33,High,Yes,Severe,1
TXN01494,U01494,20,Other,7.23,2.58,3.23,5.23,4.42,246,175,8.28,Low,No,Mild,0
TXN01495,U01495,35,Other,10.39,0.87,3.15,1.39,5.45,295,116,13.24,Medium,No,Moderate,1
TXN01496,U01496,19,Other,6.3,3.56,2.27,5.13,7.49,155,157,9.19,Low,No,Mild,0
TXN01497,U01497,30,Female,11.37,0.96,3.65,2.67,4.53,167,213,12.59,Medium,No,Moderate,1
TXN01498,U01498,31,Female,6.52,1.58,2.02,4.74,6.93,200,146,7.88,Medium,No,Mild,0
TXN01499,U01499,24,Other,4.17,1.43,1.34,5.35,4.23,130,77,5.31,Medium,Yes,Mild,0
TXN01500,U01500,35,Male,9.26,1.97,3.01,4.24,5.93,287,100,11.09,Medium,Yes,Severe,1
TXN01501,U01501,25,Male,9.52,5.49,4.44,4.12,5.47,187,132,10.57,High,No,Moderate,1
TXN01502,U01502,27,Other,11.53,5.86,2.35,2.51,3.16,226,125,12.59,Medium,Yes,Moderate,1
TXN01503,U01503,25,Other,3.7,4.39,3.86,4.18,4.35,132,185,6.65,Medium,No,Severe,1
TXN01504,U01504,30,Female,11.25,3.6,2.67,2.32,4.94,240,133,13.55,High,No,Moderate,1
TXN01505,U01505,25,Male,6.93,3.6,5.56,1.99,4.64,276,217,9.37,Medium,Yes,Moderate,1
TXN01506,U01506,26,Female,4.14,1.47,1.14,0.62,7.64,22,161,5.47,High,No,,0
TXN01507,U01507,23,Male,9.84,3.78,2.89,5.67,5.49,191,142,12.45,Low,Yes,Moderate,1
TXN01508,U01508,32,Other,10.83,2.02,2.56,4.77,5.55,120,133,11.78,Low,No,Moderate,1
TXN01509,U01509,26,Other,8.86,3.71,2.59,5.43,7.13,299,94,10.11,Medium,No,Moderate,1
TXN01510,U01510,19,Other,7.08,2.77,4.23,3.02,3.37,264,69,7.65,High,Yes,Moderate,1
TXN01511,U01511,29,Other,11.28,1.28,2.88,2.53,4.57,148,232,12.48,Low,Yes,Severe,1
TXN01512,U01512,26,Other,9.65,1.47,5.16,3.28,4.97,158,192,10.27,Medium,Yes,Moderate,1
TXN01513,U01513,18,Other,9.22,2.76,3.77,4.58,3.0,238,208,10.85,High,No,Severe,1
TXN01514,U01514,28,Female,6.66,1.57,0.81,2.03,3.98,266,51,9.47,High,No,Mild,0
TXN01515,U01515,35,Other,3.57,5.6,3.07,4.07,5.86,101,74,4.13,Low,No,Moderate,1
TXN01516,U01516,22,Female,3.59,1.52,1.85,5.16,5.38,128,21,5.6,Low,Yes,,0
TXN01517,U01517,34,Other,10.26,4.32,3.58,1.4,3.06,121,115,11.71,Medium,No,Moderate,1
TXN01518,U01518,30,Other,4.58,4.46,4.8,1.53,5.37,344,214,7.04,Medium,Yes,Severe,1
TXN01519,U01519,29,Other,10.45,5.23,4.33,5.5,3.57,128,228,12.68,Medium,Yes,Moderate,1
